rank,title,hot,topic,sentiment,confidence,need_review,risk
1,白玉兰提名晚宴,1128886,白玉兰/晚宴,正面,0.9024112224578857,False,低
2,白玉兰预测,812062,白玉兰/预测,正面,0.9997435212135315,False,低
3,达沃斯论坛里的中式魅力,631065,达沃斯/中式,正面,0.9995494484901428,False,低
4,肖战白玉兰晚宴内场,628904,肖战/白玉兰,负面,0.721827507019043,False,高
5,四川高考分数线公布,625982,分数线/高考,负面,0.5121243000030518,True,高
6,杨紫主动让C位,620797,杨紫/主动,正面,0.8854200839996338,False,低
7,原来这就是镜头畸变,615829,畸变/镜头,负面,0.9999498128890991,False,高
8,工位吃饭羞耻症,613689,工位/羞耻,负面,0.9999115467071533,False,高
9,孙兴慜道歉,606713,孙兴/道歉,负面,0.9963740706443787,False,高
10,山东高考分数线,601636,分数线/高考,负面,0.8875776529312134,False,高
11,吴谨言 产后发胖受益人,598954,吴谨言/受益人,负面,0.8210538029670715,False,中
12,杨紫大花青衣气质,595476,杨紫大花/青衣,正面,0.9999738931655884,False,低
13,收好这份防汛避险攻略,592757,攻略/防汛,正面,0.9990758895874023,False,低
14,为人处世如何做到大大方方,587177,为人处世/大大方方,负面,0.6754549741744995,False,中
15,印度富二代坠亡系未婚妻和情人推下,580585,坠亡系/未婚妻,负面,0.9998255372047424,False,中
16,李飞飞说未来职场将只剩下这两种人,577200,李飞飞/职场,负面,0.999795138835907,False,中
17,被杨幂美得大吸一口凉气,574713,大吸/美得,正面,0.8452934622764587,False,低
18,中超实行捂嘴领红新规,568483,中超/领红新规,负面,0.9999245405197144,False,中
19,英格兰球员拒绝与涉强奸案球员握手,563860,球员/强奸案,负面,0.9999122619628906,False,中
20,吴尊发文控诉国泰航空,560857,吴尊/控诉,负面,0.9999579191207886,False,中
21,盒马点都德食品防腐剂超标双双翻车,558345,盒马点/翻车,负面,0.9998778104782104,False,中
22,李玟精神科医生被起诉,554593,李玟/精神科,负面,0.9999514818191528,False,中
23,黄觉和肖战都不好意思聊白玉兰,546689,黄觉/肖战,负面,0.9999697208404541,False,中
24,恋与深空嘴上认错实际行动全无,390370,深空/实际行动,负面,0.9999673366546631,False,中
25,钟丽缇呼吁停止传播相关内容,389644,钟丽缇/呼吁,负面,0.9992488026618958,False,中
26,杨幂白宇白玉兰合照,384210,白宇/杨幂,正面,0.9999431371688843,False,低
27,韩国南非赛后发生冲突,295060,赛后/发生冲突,负面,0.9957237243652344,False,低
28,00后不愿意办卡了,276802,00/办卡,负面,0.9999327659606934,False,低
29,白鹿当时听的是茶花开了,272345,茶花/白鹿,负面,0.9896342754364014,False,低
30,男子暴雨夜钓到118斤青鱼,178018,118/钓到,负面,0.9964650869369507,False,低
31,钟丽缇为考拉事件致歉,170838,考拉/钟丽缇,负面,0.7597982287406921,False,低
32,赵今麦的健身痕迹,169925,赵今/健身,负面,0.9999489784240723,False,低
33,男生高考718分第二天照常早起理发,163033,718/理发,负面,0.9722291827201843,False,低
34,孙凡清 腹有诗书气自华的美女,160429,孙凡清/腹有,正面,0.9998151659965515,False,低
35,电池安全不能只看新车状态,158459,新车/电池,负面,0.9069077968597412,False,低
36,白鹿又去哪进修哭戏了,157242,哭戏/白鹿,负面,0.9866677522659302,False,低
37,日本韩国世界杯死亡前景,148616,世界杯/韩国,负面,0.9993539452552795,False,低
38,美国少女遭性侵被囚烘干机,132945,烘干机/遭性,负面,0.9997373223304749,False,低
39,镇海中学又又又上榜了,131836,镇海/上榜,正面,0.9993650317192078,False,低
40,张凌赫身高190体重136,130193,张凌赫/190,正面,0.9090582728385925,False,低
41,韩国 内讧,126556,内讧/韩国,负面,0.9715148210525513,False,低
42,尊界S800典藏大观极致内饰工艺,126509,尊界/S800,正面,0.9999709129333496,False,低
43,黄觉称愿参演藏海传2,126462,称愿/黄觉,正面,0.9927593469619751,False,低
44,陈慧敏引产胎儿系突发先天问题,118171,陈慧敏/引产,负面,0.999900221824646,False,低
45,工作日小狗发现人没有去上班,117487,小狗/工作日,负面,0.9978665709495544,False,低
46,丁禹兮拼豆届来了个研究生,117295,丁禹/拼豆届,正面,0.9980798959732056,False,低
47,易立竞灵魂发问奥迪高管,115674,易立/高管,负面,0.7093288898468018,False,低
48,浙江高考分数线,115666,分数线/高考,负面,0.6114209294319153,False,低
49,高考493分放弃本科读专科女生现状,104963,493/专科,负面,0.999909520149231,False,低
50,Amodei谈百度,104922,Amodei/百度,正面,0.9704885482788086,False,低
